Title,Question,Response
Felszámolás alatt lévő cégnél vagyok még  munkavállaló,"Üdvözlöm!Munkavállaló vagyok egy cégnél,amley 2010.nov-től felszámolás alatt van.Nem folyik tevékenység azóta sem.A felszámoló 2014.jan.13-án állított ki  egy munkaviszony megszűnéséről szóló iratot(közös megegyezéssel és 2013.ápr.02 dátummal!)),és aláíratta velem,mert hogy ezt az ügyet nagyon le kellene zárni,és hogy teljesen mindegy hogy közös megegyezéssel vagy rendesen,mert én sehogy sem lennék jogosult végkielégítésre,és örüljek,hogy eddig is tartotta az ügyet..Indokolja azzal,hogy én a cég egykori(2008-ig,mert meghalt)ügyvezetőjének az élettátrsa voltam ,így nekem nem jár végkielégítés.Igaz,hogy nagyon régen élettársi vszonyban voltunk,de ez aztán megszúnt,sőt,soha semmilyen formában nem tettük azt hivatalossá,azonos volt a bejelentett lakcímünk,özvegyi nyugdíjra viszont nem  voltam jogosult.A kérdésem az lenne,hogy jogosan járt-e el a felszámoló biztos velem,ha nem,akkor mit tehetek,így utólag,hogy már alártam.(van egy tanu,aki látta mit írtam alá,mikori dátummal)Köszönöm válaszát,Ágota","Tisztelt Érdeklődő!A végkielégítésre való jogosultságot nem a felek közötti személyes kapcsolat, hanem a munkáltatónál munkaviszonyban töltött idő tartama dönti el. Ennek megfelelően ha Ön három évnél tovább állt a felszámolás alatti cégnél munkaviszonyban, úgy megilleti a végkielégítés. Tekintettel arra, hogy a visszamenőleges munkaviszony megszüntetés jogszabályt sért, javasoljuk jogi képviselő igénybevételét. Ezen eljárást ugyanakkor csak a volt munkáltatóval szemben lehet megindítani, így szükséges még a cég megszüntetését megelőzően bírósághoz fordulni ezzel kapcsolatban.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
kõlcsõn adtam papirt irtunk ......,Tiszteletem. Olyan kerdesem lenne penzt kellet volna kapnom egy iletõtõl miutan en el költöztem tölle irtunk pappirt rolla 4 tanu alairta az lenne kerdesem mivel nem kaptam meg a penzt ezzel a pappiral hivatalos uton kõvetelhetem egy mas kõzt irtuk a pappirt. illetve a tanuk voltak jelen kõszõnõm a valaszt.,"Tisztelt Érdeklődő!A követelését közjegyző előtt indított fizetési meghagyás útján, egymillió forint feletti összeg esetén pedig akár közvetlenül bírásági úton követelheti a másik féltől.Üdvözlettel:Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
"Ház tulajdon jog követelés,öröklés","Édesanyám elhalálozott.Volt vele egy férfi akivel ők régebben házasságban éltek.Ez a házasság megszünt,elváltak,több mint 20-éve.De ez a férfi még mindig az ingatlanba tartózkodik,és azt szeretné hogy jogilag az ingatlan fele az ő tulajdonába kerüljön.A házat közösssen építették édesanyámmal.Van egy közös nagykorú gyermek.De a ház tulajdon joga az édesanyám nevére került.Szeretném tudni hogy,ennek a férfinek jogos-e a követelése.","Tisztelt Érdeklődő!Amennyiben édesanyja halálakor volt házastársával az életközösség már megszakadt, illetve bíróság a házasságot megszüntette, úgy a volt házastárs nem örökölhet az örökhagyó után. Ugyanakkor a közös gyermek - amennyiben édesanyja leszármazottja, vagy elismerte saját gyermekének - az örökhagyó után a leszármazottakkal azonos mértékben örököl.Amennyiben a volt házastárs az ingatlan vásárlásában vagy építésében fizikai és/vagy anyagi segítséget nyújtott, úgy az azzal arányos tulajdonjog megállapítása érdekében polgári peres eljárást indíthat az örökösökkel szemben. Viszont ha a házasságot megszüntető ítéletben külön rendelkezés született az ingatlan tulajdoni helyzetét illetően, úgy nem sok siker várható számára a peres eljárástól.Üdvözlettel:Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
örökléssel kapcsolatos  kérdés,"Jó napot.Mivel  nagyobbik fiam elhaláozott, Szeretném  kissebb fiamra hagyni a tulajdonomba  lévö ingatlant,mivel az elhunyt fiamnak van egy kiskoru gyermeke, így  halálom esetén ö-is örökölné az emlitett ingatlant,de én  azt szeretném hogy  csak  az egyetlen  élö  fiam örökölje !!Ha most saját akaratombol át iratnám a gyermekemre az ingatlant azal  eleget tennék akaratomnak?és ezt hogyan tudom  megteni ?Vagy milyen biztos lehetöségek  vannak?","Tisztelt Érdeklődő!Nincs elzárva attól, hogy a tulajdonában álló ingatlant az osztályrabocsátás kötelezettsége nélkül a még elő gyermekének ajándékozza ügyvéd által készített és ellenjegyzetett adásvételi szerződéssel.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
kulfoldon elo magyar allampolgar,"Jo napot kivanok.Szeretnem megtudni hogy a kulfoldon elo magyar allampolgarok tehetnek e feljelentest a magyar allami szerveknel, hogy ha a magyar allampolgar diszkriminalva vagy terorizalva van az ottani szervek vagy hatosagok miatt,es milyen torveny paragrafuban tartozik.Koszonom tisztelettel.","Tisztelt Érdeklődő!Önt magyar állampolgárként külföldön konzuli védelem illeti meg a konzuli védelemről szóló 2001. évi XLVI. törvény szerint, melyet a lakóhelyéhez legközelebbi konzulátuson vehet igénybe. A törvény 4. § (2) bekezdése szerint a konzuli szolgálat figyelemmel kíséri a magyar állampolgárok konzuli védelmét érintő nemzetközi jogi szabályok érvényesülését a külföldi államban, s ezek megsértése, különösen a magyar állampolgárok hátrányos megkülönböztetése, alapvető jogaik súlyos vagy rendszeres sérelme esetén haladéktalanul fellép az adott állam illetékes hatóságainál.Üdvözlettel:Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
pedagógiai asszisztens,"Üdvözlöm!Pedagógiai asszisztensként dolgozom óvódában, legmagasabb végzettségem gyógypedagógiai asszisztens 54-es okj számmal, azt szeretném megtudni, hogy a 2013/326-os rendelet szerint nekem megjár e a pedagógus szabadság, vagy csak a diplomásoknak? Mivel a rendelet nem írja kitételként, hogy csak a diplomás ped. asszisztensek kaphatnak emelt szabadságot, csak a munkakört említi. Illetve a bérem valóban minimálbér (118000Ft) vagy több járna?Köszönöm!","Tisztelt Érdeklődő!A hivatkozott rendelet szerint nevelési-oktatási intézményben az Nkt. 3. mellékletében felsorolt pedagógus, óvoda- és iskolapszichológus, valamint a pedagógiai asszisztens, szabadidő-szervező, gyermek- és ifjúságvédelmi felügyelő, gyógypedagógiai asszisztens, pszichopedagógus munkakörben foglalkoztatottak jogosultak a nevelő és oktató munkát végzőket megillető pótszabadságra.Tekintettel arra, hogy Ön 54-es OKJ számú képzéssel rendelkezik, a közalkalmazottak jogállásáról szóló törvény szerint ""E"" fizetési osztályba tartozik, mely alapján ugyanezen jogszabály szerint évi évi huszonegy munkanap alapszabadság illeti meg, továbbá Önnek a közalkalmazottnak a fizetési fokozatával egyenlő számú munkanap pótszabadság jár.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
tartozások miatti büntetés,"Tisztelt Ügyvédek!Kiutalt az önkormányzat 4 éve egy lakást. Közel 2 éve nem tudom fizetni sem az önkormányzat felé a lakbért, sem a közüzemi számlákat. Tavasszal el is hagyom az ingatlant a moratórium letelte után. Kérdésem az lenne, hogy akár az önkormányzat felé a lakbér tartozás miatt, akár a közművek felé lévő tartozásom miatt börtönbüntetés kiszabható-e rám? Illetve kötelezhetnek-e közmunkára, ha van egy 4 órás bejelentett állásom?Válaszukat előre is köszönöm!","Tisztelt Érdeklődő!Követelésük behajtása érdekében az említett felek polgári eljárást indíthatnak Ön ellen, mely során végrehajtást rendelhet el a bíróság. A levelében írt szankciók kiszabása csak büntetőeljárás keretében történhet meg. Egyébiránt a közmunkára kötelezés attól függetlenül történik, hogy a terhelt áll-e munkaviszonyban vagy sem.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Munkaviszony megszűnése gyes alatt felszámolás miatt,"Tisztelt Ügyvéd Úr!A segítségét szeretném kérni. Jelenleg gyesen tartózkodom itthon harmadik gyermekemmel, de a cég akivel 1998 óta vagyok munkaviszonyban, jelenleg felszámolás alatt van. A felszámoló céggel fel is vettem a kapcsolatot, jeleztem nekik, hogy adják ki a papírjaimat, mert szeretnék máshol munkába állni. Ők azt mondták, hogy írjak egy levelet, hogy kérem a munkaviszonyom megszűntetését közös megegyezéssel és a bérgarancia alapból a nekem járó bérköltségek kifizetését (letöltetlen szabadság, felmondási idő, végkielégítés). Azt mondták, így meg fogom kapni. Elküldtem a levelet, de azóta mindenhol azt olvasom, hogy ezek a bérköltségek csak akkor járnak a bérgarancia alapból, ha a cég szünteti meg a munkaviszonyomat, egyéb esetben csak a szabadságpénzt kapom meg. Felhívtam a felszámoló céget, hogy a levelemre még nem reagáltak semmit, hogy áll a dolog. Mondták, hogy február 11-ével fog megszűnni a munkaviszonyom és utána kapom a papírt és intézik a fizetést a bérgarancia alapból. Aggodalmamra, hogy közös megegyezésnél nem kapom majd meg a végkielégítést, csak annyit mondott, hogy nyugodjak meg, a kismamáknál ez másképp van és más kismama is megkapta, én is meg fogom kapni. Én azért aggódom továbbra is, mert azt mondta hogy a papírt amit megkapok majd postán vissza se kell küldenem aláírva, tehát (ez már csak az én megjegyzésem) ha rosszul számolnak is ki valamit, akkor későn fogok már tudomást szerezni róla illetve ha mégsem fizetik ki a bérgarancia alapból a végkielégítést akkor majd futhatok a pénzem után, mert utólag kell majd esetleg intézkednem.Kérem nyugtasson meg hogy a kismamák tényleg megkapják még akkor is ha közös megeyezéssel szűnik meg a munkaviszony illetve ha megnyugtatni nem tud, akkor kérem segítsen, hogy miként érhetem el, hogy tényleg megkapjam ami nekem jár.Előre is nagyon köszönöm a válaszát!","Tisztelt Érdeklődő!
A Bérgarancia alapból kifizetésre kerül a felszámolás alá került cég minden ki nem fizetett, munkaviszonyból származó tartozása is. A jogszabály szerint ilyen tartozásnak minősül a felszámolás alatt álló gazdálkodó szervezetet - mint munkáltatót-terhelő minden munkabértartozás, ideértve a betegszabadság időtartamára járó térítést is, és a munkaviszony megszűnésével összefüggésben járó végkielégítés tartozás. Közös megegyezés esetén azonban a munkavállalónak alapesetben nem jár végkielégítés (és ez alól a kismamák sem minősülnek kivételnek). Ez azonban nem jelenti azt, hogy a felek a közös megegyezésben ne térjenek el e szabálytól. Tekintettel arra, hogy a közös megegyezésben a felek szabadon állapodhatnak meg a munkáltató által vállalt kifizetések összegeiben, valamint arra, hogy az az Ön aláírásával bizonyító erejű lesz, javasolt a végkielégítés és egyéb juttatás összegét előre kiszámolni és a közös megegyezést akkor aláírni, ha az összegek megegyeznek. Egy aláírt közös megegyezés esetén rendkívüli módon megnehezül a munkabér követelés érvényesítése, ezért ajánlott csak azt a közös megegyezést aláírni, mely minden tekintetben tükrözi a szándékait és a kívánt összegeket. Amennyiben nem írja alá a közös megegyezést, a munkaviszonya a munkáltató működésével összefüggő ok alapján fog megszűnni felmondással a felszámolási eljárás keretében, mely során jogosult a végkielégítésre is, azonban ennek bekövetkezése előre nem látható időben fog csak megtörténni.
Üdvözlettel:
a PROKATOR-NET jogi csapata
dr. Pozderka Gábor ügyvéd
www.pozderka.hu
Tájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Tartoznak de nem fizetnek es nincs a nevén semmi.,Tiszteletem! Olyan kerdesem lenne hogy tartoznak nekem x millio forintal de az illetö nem fizetö képes ingatlan stb nincs a neven pappir keszült a dologrol igy hogy jutok a penzem hez? Birosag havi x ősszeg meg fizetesere kötelezi vagy mik a kilatasok. Köszönöm a választ!,"Tisztelt Érdeklődő!A követelését bírósági, végső soron bírósági végrehajtás útján érvényesítheti. A végrehajtás azonban egészen addig felfüggesztésre kerül, amíg az adós nem rendelkezik jövedelemmel (munkabér, járadék, stb.), vagy végrehajtás alá vonható tulajdonnal.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Megszűnő tanulói jogviszonnyal is jár-e gyerektartás?,"Jó estét kívánok!Olyan kérdéssel fordulok Önökhöz, hogy idén töltöm be a 19. életévemet. Jelenleg egy OKJ-s tanfolyamon vagyok első éves. A szüleim körülbelül 3 éve váltak el. Van egy öcsém aki most lesz 14 éves és édesapánknál kértük hogy helyezzenek el minket így most vele, a barátnőjével és a barátnője 14 éves fiával élek. Abban egyeztek meg a szüleim, hogy édesanyám kap 1.000.000Ft ""haladékot"" és csak azután miután ez letelt azután kell gyerektartást fizetnie. Nos ez számításaink szerint rég letelt azonban még minig nem fizet gyerektartást. Most indítványoztuk, hogy keressék meg és fizetnie kelljen.Azonban a lényegi rész annyi lenne, hogy ugye mivel elmúltam 18. már rokontartást kellene fizetnie. Azonban ez abban az esetben is fent áll, hogyha én most erre a félévre megszakítom a tanulói jogviszonyomat és szeptemberben egyetemre megyek? Úgy tudom akkor is jár ha egyetemista vagyok, míg be nem fejezem a tanulmányaimat, csak azzal nem vagyok tisztában, hogy akkor is, ha megszakítom a tanulói jogviszonyomat és majd csak szeptemberben folytatom?Válaszukat előre is köszönöm!","Tisztelt Érdeklődő!A családjogi szabályok értelmében a munkaképes leszármazó akkor jogosult rokontartásra, ha erre szükséges tanulmányai érdekében rászorul. Amennyiben tehát megszakítja a tanulói jogviszonyt, úgy a tartásra jogosultságot elveszíti. Az újabb tanulói jogviszony keletkezésével azonban - ha amellett munkavállalás nem megoldható - a tartásra jogosultság ismét fent fog állni.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Haszonélvezeti jog családon belül,"Tisztelt Ügyvédúr!Testvérem 2006-ban vásárolt egy lakást, ahonnan már azóta elköltözött és kiadta bérbe. A lakás vásárlása szülői segítségből és hitelből történt. Én 2013-ban költöztem testvéremmel össze, de sajnos az együttélés nem tudott hosszútávon működni. Szüleim haszonélvezeti joggal rendelkeznek a bérbe adott lakás felett. Kérdésem az lenne, hogy szüleim élhetnének ezzel a jogukkal, hogy odaköltözhessek? Valószínüleg ezt a testvérem megszeretné majd akadályozni. Ön szerint milyen jogi lépésekkel tehetné ezt meg és az albérlők kiköltöztetésére milyen lehetőségeink vannak?Válaszát előre is köszönöm!","Tisztelt Érdeklődő!A polgárjogi szabályok alapján a haszonélvező  az ingatlanat birtokában tarthatja, használhatja és hasznait szedheti. Ennek megfelelően a szülők - eltérő megállapodás hiányában - nem csak a bérbeadásra jogosultak, de jogszabály szerint a bérleti díj is őket illetné. A haszonélvezet - amennyiben határozatlan idejű - a szülők haláláig tart, annak megszüntetése csak az ő beleegyezésükkel lehetséges. A bérleti jogviszony megszüntetésére a bérleti szerződésben foglaltak alapján van lehetőség.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Ápolási díj jogosultság?,"Érdeklődni szeretnék, hogy passzív féléves, államilag támogatott, nappali képzésben részt vevő egyetemi hallgatóként jogosult vagyok-e ápolási díj igénylésre a nagymamám után, amennyiben az ő egészségügyi állapota ezt indokolja?Köszönettel!","Tisztelt Érdeklődő!A szociális igazgatásról és a szociális ellátásokról szóló törvény alapján ápolási díjra jogosult a hozzátartozó, ha állandó és tartós gondozásra szoruló súlyosan fogyatékos személy gondozását, ápolását végzi. Ez alól kivételnek minősül többek között, ha szakiskola, középiskola, illetve felsőoktatási intézmény nappali tagozatos tanulója, hallgatója. Ennek alapján ha a jogosultsági feltétel teljesül is, sajnálatos módon a nappali tagozatos hallgatói jogviszony alapján Önt nem fogja megilletni ápolási díj.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
"Tőzsdei nyereség-veszteség, mint gyerek tartás?","Tisztelt Ügyvéd Úr!Két éve váltam el, akkor a gyerek tartási díjjat a két gyermekemre20-20%-ban állapították meg.A válóperes bíró felhívta a figyelmemet, hogy a 20-20% mindenjövedelmemből értendő!Mivel egy országos nagyválllatnál dolgozom, a fizetésemből már ""élből""leveszik a gyerektartást (amiből a feleségem a rám eső részbőlkényelmesen eltartja a gyerekeket).Emiatt is...és mivel én is új kapcsolatba/életbe kezdtem...nemszeretnék egy kanyit sem fizetni neki!!!Kérdésem: A ""minden"" jövedelem a válóper alkalmával vonatkozik-e arraaza azóta kelkezdett tőzsdei ...esetleges...árfolyam nyereségemből?(de ha igen, akkor itt már kérdezném is, hogy az adózásnál 3 év összevonható, akkor itt az esetleges veszteségből is jára...20+20%=40%..Tehát az ex. fizet!? :-) )Az egy másik kérdés, hogy hogy is tudódhatna ki mikor a NAV (mégegyenlőre :-) )nem jelent ez ügyben a cégem felé? A bankomat meg kötia titoktartás!Köszönettel: B.ZS.B.Ú.É.K! :-)","Tisztelt Érdeklődő!
A személyi jövedelemadóról szóló törvény szerint ""ellenőrzött tőkepiaci ügyletből származó jövedelemnek minősül a magánszemély által kötött ellenőrzött tőkepiaci ügylet(ek) alapján - ideértve a magánszemélyt megillető választás szerint e § rendelkezéseinek hatálya alá vont tőkepiaci ügyletet is - az adóévben elért pénzben elszámolt ügyleti nyereségek (ide nem értve, ha az kamatjövedelem, vagy ha az ügylet alapján tartós befektetésből származó jövedelmet kell megállapítani) együttes összegének(összes ügyleti nyereség)a magánszemélyt terhelő, az adóévben pénzben elszámolt ügyleti veszteségek és az ügyletkötésekhez kapcsolódó, a befektetési szolgáltató által felszámított díjak együttes összegét(összes ügyleti veszteség)meghaladó része"". Ennek megfelelően - amennyiben a bírói ítélet minden jövedelemre vonatkozik - az így megszerzett jövedelem 20%-a is a tartásdíj részét képezi. Amennyiben a tartásdíjat megállapító ítélet alapjául szolgáló körülményekben lényeges változás állott be, a tartás mértékének megváltoztatása vagy a tartás megszüntetése kérhető erre irányuló peres eljárás útján. Ez esetben javasolt jogi képviselő segítségét igénybe venni.
Üdvözlettel:
a PROKATOR-NET jogi csapata
dr. Pozderka Gábor ügyvéd
www.pozderka.hu
Tájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
"Öröklés, közüzemi számlák.","Kérdésem az lenne hogy szüleim elköltöztek, én maradtam a lakásban. Lakcímük nem változott jelenleg ahol lakom az a lakcímük. Öröklés végett én lettem a tulajdonos édesanyám a hasznonélvező. Megteheti e beleegyezésem nélkül édesanyám, hogy a lakcímünkre bejelentett bt áltel fizetett közüzemi számlákat a nevemre írassák?","Tisztelt Érdeklődő!Tekintettel arra, hogy a közüzemi szolgáltatók a jogosult ilyetén változása esetén csak mindkét fél által aláírt nyilatkozatot fogadnak el, az Ön beleegyezése (és aláírása) nélkül a haszonélvező legfeljebb a saját nevére írathatja a fogyasztási helyet.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Jogos a UPC Direct gyakorlata előfizetői szerződés megszűnése esetén?,"Több mint 4 éve előfizető voltam a UPC Direct szolgáltatónál. Szerződésem megszüntetése után kaptam egy számlát 60000 Ft-ról, megnevezésként kártérítés szerepelt. Miután telefonon utánaérdeklődtem, kiderült azért kérnek kártérítést, mert az előfizetésekhez használt beltéri egységeket és kártyákat nem adtam le. Tisztában vagyok vele, hogy az előfizetés megkötésekor aláírtam, hogy ezek az egységek nem kerülnek a tulajdonomba, de véleményem szerint a cég ezen egységek amortizációját már elszámolta a könyvelésében, és valódi értékük gyakorlatilag nincs, és nem is használják már ezeket a berendezéseket. Kérdésem az, hogy jogosan követel-e ezekért a berendezésekért a cég gyakorlatilag az újonnani árnak megfelelő összeget?","Tisztelt Érdeklődő!Amennyiben a szerződésben azt kikötötték, úgy a UPC kártérítése jogos, hiszen az átadott eszközök vissza nem kerüléséből kára keletkezett. A mérték tekintetében szintén a szerződés adhat iránymutatást. Amennyiben az nem tartalmaz ere vonatkozó szabályt, úgy megkérdőjelezhető a kár összegszerűsége. Amennyiben megfizette a teljes követelt összeget a UPC-nek, úgy peres eljárásban lehetősége van visszakövetelni annak egy - Ön által jogtalannak tartott - részét. Ennek bizonyítása azonban nehézségekbe ütközhet, javasolt ezért jogi képviselő igénybevétele az ügyben.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
osztatlan közös rész,"Tiszteletem!Elég összetett és többrétű lesz a kérdésem,ami a következő lenne:Telekszomszédságunkban belterületen található egy 3h-os osztott tulajdonban lévő rét.Első kérdésem az lenne,hogy hol tudok én erre egy megközelítő négyzetméter árat kapni!?Hogy tudom magam bevásárolni ebbe az osztott tulajdonba!?Ha Pl. megvásárolom a harmadát,azt kimérethetem-e?Igazából 20 éve nem használja senki,de tegnap kikérve a tulajdoni lapot azt tapasztaltam,hogy a 22 tulajdonosból már ""csak"" 10 maradt,mert volt aki felvásárolta a többiek tulajdonát,vagy külsős lévén bevásárolta magát.Ha bevásárlom magam,akkor milyen előnyeim lesznek (révén telekszomszéd) a többi tulajdonossal szemben,akik meg sem tudják közelíteni ezt a területet?Előre is köszönöm a segítséget!","Tisztelt Érdeklődő!Nem tulajdonosként az egyik tulajdonos tulajdoni részét kell megvásárolnia. A telekár ilyenkor vagy értékbecslés, vagy a felek közös megegyezésén alapul. Ez esetben az ingatlan többi tulajdonosa elővásárlási joggal rendelkezik, vagyis megvásárolhatják a kettejük között kialkudott vételáron az eladó tulajdoni részét. Amennyiben nem teszik, úgy megszerezhető az ingatlanrész. Amennyiben tulajdonossá válik, tekintettel arra, hogy közös tulajdonról van szó, ugyanolyan jogosultságokkal fog rendelkezni, mint a többi tulajdonos az ingatlanra nézve. Bíróságtól kérhető azonban a közös tulajdon megszüntetése - akár megosztás útján is.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
Igazgatósági tag választása lakásszövetkezetnél,"Lakásszövetkezetünknél októberben új 3 fős igazgatóság került megválasztásra. Ezt egy kisebb mag nem tudja elfogadni. Most azt kérik, hogy részükről is az igazgatóság elnöke nevezzen ki egy igazgatósági tagot. Véleményünk szerint ezt a 2004. évi CXV. törvény a lakásszövetkezetekről és az alapszabályunk sem teszi lehetővé. Ők arra hivatkoznak, hogy érdeklődtek ügyvédnél és vannak kiskapuk, melyek alapján az igazgatóság elnöke kinevezhet egy 4. igazgatósági tagot is. Kérdésem, a fentiek tekintetében, valóban van-e erre lehetőség?Köszönettel:Vincze Mária","Tisztelt Érdeklődő!A lakásszövetkezeti törvény szerint az igazgatóság legalább három tagból kell álljon, tehát mód van arra, hogy nagyobb taglétszámmal működjön. Azonban tagjainak megválasztása a közgyűlés jogkörébe tartozik, arra a törvény nem ad módot, hogy az igazgatóság elnöke saját jogkörében nevezzen ki igazgatósági tagot.Üdvözlettel:a PROKATOR-NET jogi csapatadr. Pozderka Gábor ügyvédwww.pozderka.huTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó nem vállal."
